accuracy,loss,val_accuracy,val_loss,learning_rate
0.9747187495231628,0.15258075296878815,0.9773749709129333,0.09161916375160217,0.0010000000474974513
0.9884999990463257,0.044853899627923965,0.9913750290870667,0.038776494562625885,0.0010000000474974513
0.9906874895095825,0.03392508998513222,0.9183750152587891,0.15726429224014282,0.0010000000474974513
0.9952499866485596,0.01903073862195015,0.987375020980835,0.03493958339095116,0.0010000000474974513
0.9946249723434448,0.018366798758506775,0.9950000047683716,0.02550364099442959,0.0010000000474974513
0.9955937266349792,0.01574300043284893,0.6884999871253967,0.9403244256973267,0.0010000000474974513
0.9965937733650208,0.012670130468904972,0.9547500014305115,0.2843611240386963,0.0010000000474974513
0.9982812404632568,0.006690787151455879,0.9951249957084656,0.016483057290315628,0.0005000000237487257
0.9989062547683716,0.004205157980322838,0.8726249933242798,0.3093295395374298,0.0005000000237487257
0.9980000257492065,0.009664813987910748,0.9955000281333923,0.01770664192736149,0.0005000000237487257
0.9988750219345093,0.0036265929229557514,0.9977499842643738,0.0076637850143015385,0.0002500000118743628
0.9991250038146973,0.0029243510216474533,0.9957500100135803,0.015198469161987305,0.0002500000118743628
0.9992499947547913,0.0029584525618702173,0.9982500076293945,0.006567187607288361,0.0002500000118743628
0.999343752861023,0.002356720855459571,0.9992499947547913,0.004987558349967003,0.0002500000118743628
0.9996562600135803,0.0010203658603131771,0.9984999895095825,0.008564085699617863,0.0002500000118743628
0.999625027179718,0.0011401699157431722,0.9986249804496765,0.009552136063575745,0.0002500000118743628
0.9996562600135803,0.0008712270064279437,0.9986249804496765,0.0091467946767807,0.0001250000059371814
0.9996562600135803,0.001001067808829248,0.9991250038146973,0.006782129406929016,0.0001250000059371814
0.999875009059906,0.0005308595136739314,0.9986249804496765,0.008710413239896297,6.25000029685907e-05
